version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
1_0_0_alpha,27,0,0.0,4,0,0.0,2009-11-28
1_0_0_beta,5,2,0.4,5,2,0.4,2010-02-19
1_0_0_beta_2,3,2,0.6666666666666666,4,1,0.25,2010-03-26
1_0_0_beta_3,58,9,0.15517241379310345,19,3,0.15789473684210525,2010-04-21
1_0_0_beta_4,144,3,0.020833333333333332,20,2,0.1,2010-07-18
myfaces-test-project-1.0.0,7,1,0.14285714285714285,6,1,0.16666666666666666,2010-08-31
myfaces-test-project-1.0.1,14,3,0.21428571428571427,9,2,0.2222222222222222,2011-01-26
myfaces-test-project-1.0.2,3,2,0.6666666666666666,5,1,0.2,2011-03-24
myfaces-test-project-1.0.3,16,14,0.875,16,6,0.375,2011-05-17
myfaces-test-project-1.0.4,12,0,0.0,17,0,0.0,2011-08-17
myfaces-test-project-1.0.5,12,1,0.08333333333333333,11,1,0.09090909090909091,2013-10-15
myfaces-test-project-1.0.6,12,0,0.0,3,0,0.0,2014-02-12
myfaces-test-project-1.0.7,132,0,0.0,24,1,0.041666666666666664,2014-05-26
