version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
1.8.14,140,20,0.14285714285714285,147,31,0.2108843537414966,2018-04-16
2.0.10,13,5,0.38461538461538464,13,3,0.23076923076923078,2018-06-18
1.8.15,0,0,0,0,0,0,2018-06-25
2.0.11,0,0,0,0,0,0,2018-06-25
2.0.7,0,0,0,0,0,0,2018-06-26
2.0.0-RC3,0,0,0,0,0,0,2018-06-26
2.0.2,0,0,0,0,0,0,2018-06-26
2.0.5,0,0,0,0,0,0,2018-06-26
2.0.8,0,0,0,0,0,0,2018-06-26
2.0.4,0,0,0,0,0,0,2018-06-26
2.0.6,0,0,0,0,0,0,2018-06-26
2.0.0-RC1,0,0,0,0,0,0,2018-06-26
2.0.3,0,0,0,0,0,0,2018-06-26
2.0.0,0,0,0,0,0,0,2018-06-26
2.0.9,0,0,0,0,0,0,2018-06-26
2.0.0-RC2,0,0,0,0,0,0,2018-06-26
2.0.1,0,0,0,0,0,0,2018-06-26
1.8.6,0,0,0,0,0,0,2018-06-26
1.8.3,0,0,0,0,0,0,2018-06-26
1.8.9,0,0,0,0,0,0,2018-06-26
1.8.2,0,0,0,0,0,0,2018-06-26
1.8.12,0,0,0,0,0,0,2018-06-26
1.8.13,0,0,0,0,0,0,2018-06-26
1.8.7,0,0,0,0,0,0,2018-06-26
1.8.8,0,0,0,0,0,0,2018-06-26
1.8.5,0,0,0,0,0,0,2018-06-26
1.8.1,0,0,0,0,0,0,2018-06-26
1.8.4,0,0,0,0,0,0,2018-06-26
1.8.0,0,0,0,0,0,0,2018-06-26
1.8.11,0,0,0,0,0,0,2018-06-26
1.8.10,0,0,0,0,0,0,2018-06-26
1.7.1,0,0,0,0,0,0,2018-06-26
1.3.0,0,0,0,0,0,0,2018-06-26
1.7.0,0,0,0,0,0,0,2018-06-26
1.6.0,0,0,0,0,0,0,2018-06-26
1.5.0,0,0,0,0,0,0,2018-06-26
1.4.0,0,0,0,0,0,0,2018-06-26
1.3.1,0,0,0,0,0,0,2018-06-26
1.1.0,0,0,0,0,0,0,2018-06-26
0.8.0-incubating,0,0,0,0,0,0,2018-06-26
1.0.0,0,0,0,0,0,0,2018-06-26
1.2.0,0,0,0,0,0,0,2018-06-26
