version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
1_1,0,0,0,0,0,0,2010-02-13
java,67,34,0.5074626865671642,88,37,0.42045454545454547,2010-02-13
vv1.5.1,0,0,0,3,0,0.0,2011-01-04
v1.5.1,99,7,0.0707070707070707,47,5,0.10638297872340426,2011-01-06
v1.6.0,2,0,0.0,16,0,0.0,2011-06-06
v1.6.1,0,0,0,0,0,0,2011-09-25
v1.5.2,152,11,0.07236842105263158,62,4,0.06451612903225806,2011-09-25
v1.6.2,151,8,0.052980132450331126,86,6,0.06976744186046512,2012-04-26
v1.6.3,10,3,0.3,19,4,0.21052631578947367,2015-12-12
v1.6.4,0,0,0,4,0,0.0,2015-12-28
v1.7.0,217,6,0.027649769585253458,98,8,0.08163265306122448,2016-01-18
