version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
release-1.3.1,0,0,0,0,0,0,2010-05-10
release-1.2.0,0,0,0,0,0,0,2010-05-10
release-1.3.0,0,0,0,0,0,0,2010-05-10
release-1.3.2,26,0,0.0,23,8,0.34782608695652173,2010-05-10
release-1.0.0,0,0,0,0,0,0,2010-05-10
release-1.1.0,0,0,0,0,0,0,2010-05-10
release-1.3.3-rc1,0,0,0,0,0,0,2010-06-06
release-1.3.3-rc0,1,0,0.0,2,1,0.5,2010-06-07
release-1.3.3,204,0,0.0,76,0,0.0,2010-06-09
release-1.4.0-rc1,2,0,0.0,2,0,0.0,2010-08-30
release-1.4.0-rc3,3,0,0.0,3,0,0.0,2010-09-01
release-1.4.0,31,0,0.0,17,0,0.0,2010-09-08
release-1.4.1-rc0,0,0,0,0,0,0,2010-10-08
release-1.4.1,719,12,0.016689847009735744,105,8,0.0761904761904762,2010-10-14
release-1.5.0-rc0,0,0,0,0,0,0,2011-02-26
release-1.5.0-rc1,8,0,0.0,1,0,0.0,2011-02-26
release-1.5.0-rc2,10,0,0.0,5,0,0.0,2011-03-01
release-1.5.0-rc3,1,0,0.0,2,0,0.0,2011-03-08
release-1.5.0,46,2,0.043478260869565216,31,2,0.06451612903225806,2011-03-12
release-1.5.1,38,0,0.0,29,2,0.06896551724137931,2011-05-06
release-1.5.2-rc0,4,0,0.0,11,1,0.09090909090909091,2011-07-01
release-1.5.2-rc1,2,0,0.0,1,0,0.0,2011-07-28
release-1.5.2,53,1,0.018867924528301886,14,1,0.07142857142857142,2011-08-12
release-1.5.3,2,0,0.0,3,0,0.0,2011-08-30
release-1.5.4-rc0,0,0,0,0,0,0,2011-09-07
release-1.5.4,114,3,0.02631578947368421,79,2,0.02531645569620253,2011-09-11
release-1.6.0-rc0,6,0,0.0,5,0,0.0,2011-10-25
release-1.6.0-rc1,0,0,0,0,0,0,2011-10-28
release-1.6.0,24,0,0.0,9,0,0.0,2011-11-01
release-1.6.1-rc0,0,0,0,0,0,0,2011-11-04
release-1.6.1,70,0,0.0,53,1,0.018867924528301886,2011-11-15
release-1.6.2-rc0,0,0,0,1,0,0.0,2012-02-09
release-1.6.2-rc1,0,0,0,0,0,0,2012-02-09
release-1.6.2,22,0,0.0,12,1,0.08333333333333333,2012-02-15
release-1.6.3-rc0,18,0,0.0,7,1,0.14285714285714285,2012-03-02
release-1.6.3,94,0,0.0,50,1,0.02,2012-03-19
release-1.7.0-rc0,2,0,0.0,3,0,0.0,2012-05-23
release-1.7.0-rc1,0,0,0,0,0,0,2012-06-07
release-1.7.0,63,0,0.0,16,0,0.0,2012-06-11
release-1.7.1-rc0,0,0,0,0,0,0,2012-07-12
release-1.7.1,110,0,0.0,41,0,0.0,2012-07-18
release-1.7.2-rc0,19,0,0.0,3,0,0.0,2012-09-18
release-1.7.2,74,0,0.0,24,0,0.0,2012-09-25
release-1.7.3-rc0,0,0,0,3,1,0.3333333333333333,2012-11-30
release-1.7.3-rc1,0,0,0,2,0,0.0,2012-11-30
release-1.7.3-rc2,0,0,0,0,0,0,2012-12-03
release-1.7.3,120,0,0.0,35,0,0.0,2012-12-07
release-1.7.4-rc0,0,0,0,0,0,0,2013-02-21
release-1.7.4-rc1,2,0,0.0,1,0,0.0,2013-02-21
release-1.7.4-rc2,0,0,0,0,0,0,2013-02-21
release-1.7.4,143,1,0.006993006993006993,58,2,0.034482758620689655,2013-02-26
release-1.7.5-rc0,0,0,0,0,0,0,2013-08-08
release-1.7.5,111,0,0.0,63,2,0.031746031746031744,2013-08-19
release-1.7.6-rc0,0,0,0,0,0,0,2014-01-10
release-1.7.6,75,0,0.0,51,0,0.0,2014-01-23
release-1.7.7-rc0,0,0,0,0,0,0,2014-07-18
release-1.7.7,162,3,0.018518518518518517,83,3,0.03614457831325301,2014-07-24
release-1.8.0-rc0,45,9,0.2,30,6,0.2,2015-08-11
release-1.8.0-rc1,0,0,0,6,4,0.6666666666666666,2015-12-16
release-1.8.0-rc2,11,10,0.9090909090909091,13,3,0.23076923076923078,2016-01-06
release-1.8.0-rc3,1,0,0.0,2,0,0.0,2016-01-22
release-1.8.0,359,26,0.07242339832869081,43,15,0.3488372093023256,2016-01-29
release-1.8.1-rc0,0,0,0,0,0,0,2016-05-14
release-1.8.1,0,0,0,0,0,0,2016-05-14
release-1.8.1-rc1,379,30,0.079155672823219,50,27,0.54,2016-05-14
release-1.8.2-rc1,52,13,0.25,39,18,0.46153846153846156,2016-11-06
release-1.8.2-rc2,7,0,0.0,2,0,0.0,2017-04-04
release-1.8.2-rc3,0,0,0,0,0,0,2017-04-07
release-1.8.2,0,0,0,0,0,0,2017-04-17
