version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
v0.5.0,103,72,0.6990291262135923,151,94,0.6225165562913907,2015-07-11
v0.5.5,117,91,0.7777777777777778,168,125,0.7440476190476191,2015-11-11
v0.5.6,283,241,0.8515901060070671,372,276,0.7419354838709677,2016-01-11
v0.6.0,165,153,0.9272727272727272,175,131,0.7485714285714286,2016-06-27
v0.6.1,85,76,0.8941176470588236,146,117,0.8013698630136986,2016-08-12
v0.6.2,332,273,0.822289156626506,381,278,0.7296587926509186,2016-10-12
v0.7.0,156,111,0.7115384615384616,158,124,0.7848101265822784,2017-02-02
v0.7.1,194,187,0.9639175257731959,150,115,0.7666666666666667,2017-03-28
v0.7.2,297,282,0.9494949494949495,128,99,0.7734375,2017-06-08
v0.7.3,533,381,0.7148217636022514,329,248,0.7537993920972644,2017-09-18
v0.8.0,71,47,0.6619718309859155,11,7,0.6363636363636364,2018-06-23
