version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
VELTOOLS_1_0,0,0,0,0,0,0,2006-12-01
VELTOOLS_1_1_FINAL,0,0,0,0,0,0,2006-12-01
VELTOOLS_1_1_BETA1,0,0,0,0,0,0,2006-12-01
VELTOOLS_INITIAL,111,0,0.0,43,0,0.0,2006-12-01
VELTOOLS_1_2_FINAL,0,0,0,0,0,0,2006-12-01
VELTOOLS_1_1_RC1,0,0,0,0,0,0,2006-12-01
1.3-beta1,116,1,0.008620689655172414,51,1,0.0196078431372549,2006-12-22
1.3-rc1,0,0,0,11,0,0.0,2007-01-25
1.3,227,0,0.0,235,1,0.00425531914893617,2007-02-05
2.0-alpha1,100,1,0.01,144,1,0.006944444444444444,2007-07-02
1.4,220,0,0.0,55,0,0.0,2007-11-26
2.0-beta1,78,3,0.038461538461538464,94,5,0.05319148936170213,2008-01-04
2.0-beta2,48,0,0.0,58,0,0.0,2008-07-11
2.0-beta3,62,12,0.1935483870967742,54,1,0.018518518518518517,2008-12-02
2.0-beta4,423,7,0.016548463356973995,119,10,0.08403361344537816,2009-05-27
