version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
3.0M1,604,73,0.12086092715231789,294,49,0.16666666666666666,2007-07-27
3.0M2,3487,3261,0.9351878405506165,360,31,0.08611111111111111,2007-10-28
3.0M3,482,90,0.18672199170124482,246,49,0.1991869918699187,2008-01-26
3.0M4,1668,97,0.05815347721822542,282,59,0.20921985815602837,2008-05-17
3.0M5,574,113,0.19686411149825783,218,41,0.18807339449541285,2008-12-07
3.0M6,410,125,0.3048780487804878,147,41,0.2789115646258503,2009-05-17
3.0B1,1261,43,0.03409992069785884,153,22,0.1437908496732026,2009-11-03
3.0RC1,676,109,0.16124260355029585,202,55,0.2722772277227723,2009-12-27
3.0RC2,0,0,0,0,0,0,2010-03-29
3.0RC3,181,7,0.03867403314917127,26,5,0.19230769230769232,2010-03-29
3.0-final,1922,30,0.015608740894901144,113,14,0.12389380530973451,2010-04-26
3.0.1,184,25,0.1358695652173913,68,16,0.23529411764705882,2010-08-25
3.1M1,181,21,0.11602209944751381,82,19,0.23170731707317074,2010-11-14
3.1M2,512,137,0.267578125,273,18,0.06593406593406594,2011-02-21
3.0.2,351,49,0.1396011396011396,130,30,0.23076923076923078,2011-06-11
3.1M3,446,77,0.1726457399103139,231,62,0.2683982683982684,2011-09-26
3.1B1,507,91,0.1794871794871795,279,77,0.27598566308243727,2012-05-28
cayenne-parent-3.1B2,0,0,0,0,0,0,2013-02-05
3.1B2,321,94,0.29283489096573206,133,27,0.20300751879699247,2013-02-05
cayenne-parent-3.2M1,8451,82,0.009702993728552834,270,56,0.2074074074074074,2013-07-07
cayenne-parent-3.1RC1,824,317,0.38470873786407767,255,68,0.26666666666666666,2014-02-08
cayenne-parent-3.1,1903,389,0.20441408302679978,244,38,0.1557377049180328,2014-09-20
4.0.M2,930,322,0.34623655913978496,236,38,0.16101694915254236,2015-02-26
4.0.M3,371,15,0.04043126684636118,103,11,0.10679611650485436,2016-02-08
cayenne-parent-3.1.1,752,172,0.22872340425531915,313,70,0.22364217252396165,2016-04-29
4.0.M4,1414,566,0.4002828854314003,233,42,0.18025751072961374,2016-12-06
4.0.M5,1030,378,0.36699029126213595,213,48,0.22535211267605634,2017-02-24
4.0.B1,715,174,0.24335664335664337,129,38,0.29457364341085274,2017-06-02
4.0.B2,22,12,0.5454545454545454,17,7,0.4117647058823529,2017-09-26
4.1.M1,8,3,0.375,12,2,0.16666666666666666,2017-10-06
3.1.2,918,85,0.09259259259259259,244,33,0.13524590163934427,2017-11-13
4.0.RC1,110,49,0.44545454545454544,49,17,0.3469387755102041,2018-04-18
3.1.3,11,5,0.45454545454545453,9,1,0.1111111111111111,2018-07-11
4.1.M2,61,4,0.06557377049180328,26,2,0.07692307692307693,2018-07-11
