version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
release-0.9.0-incubating,53,32,0.6037735849056604,59,16,0.2711864406779661,2012-05-22
release-0.5.0-incubating,0,0,0,0,0,0,2012-05-22
release-0.8.1-incubating,0,0,0,0,0,0,2012-05-22
release-0.8.0-incubating,0,0,0,0,0,0,2012-05-22
release-1.0.0-hadoop1,0,0,0,0,0,0,2013-04-03
release-1.0.0-hadoop2,63,52,0.8253968253968254,25,11,0.44,2013-04-03
release-1.1.0,0,0,0,0,0,0,2014-05-27
