version_name,#files in version,#bugged files in version,bugged_ratio,version_date
maven-stage-plugin-1.0-alpha-1,3,0,0.0,2008-02-19
maven-stage-plugin-1.0-alpha-2,3,1,0.3333333333333333,2009-07-10
