version_name,#files in version,#bugged files in version,version_date
rocketmq-4.0.0-incubating,567,34,2017-02-07
rocketmq-all-4.1.0-incubating,476,114,2017-06-08
rocketmq-all-4.2.0,269,15,2017-12-13
