version_name,#commited files in version,#bugged files in version,bugged_ratio,#commits,#bugged_commits,#ratio_bugged_commits,version_date
karaf-2.0.0,113,19,0.168141592920354,117,17,0.1452991452991453,2010-07-19
karaf-2.1.0,112,0,0.0,76,1,0.013157894736842105,2010-09-21
karaf-2.1.1,39,1,0.02564102564102564,19,1,0.05263157894736842,2010-11-10
karaf-2.1.2,93,1,0.010752688172043012,113,1,0.008849557522123894,2010-11-22
karaf-2.1.3,134,3,0.022388059701492536,132,5,0.03787878787878788,2011-01-08
karaf-2.1.4,37,0,0.0,20,0,0.0,2011-02-12
karaf-2.2.0,140,6,0.04285714285714286,114,3,0.02631578947368421,2011-02-25
karaf-2.1.5,22,0,0.0,36,5,0.1388888888888889,2011-04-27
karaf-2.2.1,44,6,0.13636363636363635,48,2,0.041666666666666664,2011-05-12
karaf-2.2.2,110,2,0.01818181818181818,32,1,0.03125,2011-06-30
karaf-2.1.6,113,0,0.0,39,1,0.02564102564102564,2011-07-14
karaf-2.2.3,147,0,0.0,97,1,0.010309278350515464,2011-08-29
karaf-2.2.4,428,3,0.007009345794392523,224,7,0.03125,2011-10-13
karaf-2.2.5,578,131,0.22664359861591696,270,14,0.05185185185185185,2011-12-22
karaf-2.2.6,245,13,0.053061224489795916,85,6,0.07058823529411765,2012-04-05
karaf-2.2.7,385,42,0.10909090909090909,132,15,0.11363636363636363,2012-04-29
karaf-2.2.8,202,0,0.0,178,3,0.016853932584269662,2012-06-20
karaf-2.2.9,192,29,0.15104166666666666,188,21,0.11170212765957446,2012-08-15
karaf-2.3.0,29,1,0.034482758620689655,50,9,0.18,2012-10-11
karaf-2.2.10,31,6,0.1935483870967742,62,3,0.04838709677419355,2012-12-18
karaf-2.3.1,3,3,1.0,9,2,0.2222222222222222,2013-02-28
karaf-3.0.0.RC1,51,1,0.0196078431372549,31,1,0.03225806451612903,2013-03-11
karaf-2.2.11,50,0,0.0,69,2,0.028985507246376812,2013-04-27
karaf-2.3.2,133,1,0.007518796992481203,68,3,0.04411764705882353,2013-07-07
karaf-2.3.3,305,14,0.04590163934426229,344,21,0.061046511627906974,2013-09-17
karaf-3.0.0,169,11,0.0650887573964497,172,9,0.05232558139534884,2013-12-21
karaf-2.3.4,697,1,0.0014347202295552368,196,5,0.025510204081632654,2014-02-14
karaf-2.3.5,743,1,0.0013458950201884253,20,1,0.05,2014-04-10
karaf-3.0.1,602,17,0.02823920265780731,251,10,0.0398406374501992,2014-04-10
karaf-2.3.6,34,3,0.08823529411764706,42,2,0.047619047619047616,2014-07-28
karaf-2.3.7,59,0,0.0,24,0,0.0,2014-09-02
karaf-2.3.8,4,0,0.0,5,0,0.0,2014-09-15
karaf-2.4.0,23,0,0.0,32,0,0.0,2014-09-17
karaf-3.0.2,0,0,0,6,0,0.0,2014-10-10
karaf-4.0.0.M1,20,2,0.1,40,3,0.075,2014-10-11
karaf-2.3.9,129,7,0.05426356589147287,66,2,0.030303030303030304,2014-11-05
karaf-2.4.1,38,5,0.13157894736842105,48,3,0.0625,2014-12-30
karaf-3.0.3,27,0,0.0,3,0,0.0,2015-01-27
karaf-2.3.10,20,0,0.0,14,0,0.0,2015-02-03
karaf-4.0.0.M2,187,2,0.0106951871657754,96,2,0.020833333333333332,2015-02-09
karaf-2.3.11,103,3,0.02912621359223301,51,4,0.0784313725490196,2015-04-07
karaf-2.4.2,60,3,0.05,81,4,0.04938271604938271,2015-04-22
karaf-4.0.0.M3,36,3,0.08333333333333333,138,6,0.043478260869565216,2015-06-05
karaf-4.0.0,0,0,0,18,0,0.0,2015-06-23
karaf-3.0.4,10,4,0.4,42,1,0.023809523809523808,2015-06-29
karaf-2.4.3,55,1,0.01818181818181818,72,3,0.041666666666666664,2015-07-08
karaf-4.0.1,39,5,0.1282051282051282,71,6,0.08450704225352113,2015-08-16
karaf-3.0.5,8,3,0.375,37,3,0.08108108108108109,2015-09-30
karaf-4.0.2,18,1,0.05555555555555555,48,2,0.041666666666666664,2015-10-09
karaf-4.0.3,77,8,0.1038961038961039,126,15,0.11904761904761904,2015-11-07
karaf-4.0.4,28,15,0.5357142857142857,21,4,0.19047619047619047,2016-01-10
karaf-2.3.12,2,2,1.0,5,2,0.4,2016-01-19
karaf-2.4.4,53,2,0.03773584905660377,18,4,0.2222222222222222,2016-01-21
karaf-3.0.6,228,6,0.02631578947368421,100,16,0.16,2016-02-09
karaf-4.0.5,0,0,0,0,0,0,2016-04-18
karaf-3.0.7,0,0,0,0,0,0,2016-06-14
karaf-3.0.8,290,89,0.30689655172413793,156,12,0.07692307692307693,2016-08-08
karaf-4.0.6,23,7,0.30434782608695654,35,7,0.2,2016-08-23
karaf-4.0.7,135,2,0.014814814814814815,179,9,0.05027932960893855,2016-09-19
karaf-4.0.8,63,3,0.047619047619047616,93,10,0.10752688172043011,2016-12-12
karaf-4.1.0,73,3,0.0410958904109589,107,6,0.056074766355140186,2017-02-01
karaf-4.1.1,10,0,0.0,8,0,0.0,2017-03-28
karaf-4.0.9,606,74,0.12211221122112212,273,19,0.0695970695970696,2017-04-06
karaf-4.1.2,163,32,0.19631901840490798,171,12,0.07017543859649122,2017-08-04
karaf-4.0.10,104,4,0.038461538461538464,91,5,0.054945054945054944,2017-09-23
karaf-4.1.3,0,0,0,0,0,0,2017-10-26
karaf-4.2.0.M1,206,5,0.024271844660194174,123,9,0.07317073170731707,2017-10-27
karaf-4.1.4,12,2,0.16666666666666666,14,1,0.07142857142857142,2017-12-15
karaf-4.2.0.M2,40,8,0.2,49,6,0.12244897959183673,2017-12-28
karaf-4.1.5,15,5,0.3333333333333333,32,7,0.21875,2018-02-12
karaf-3.0.9,68,47,0.6911764705882353,51,14,0.27450980392156865,2018-02-26
karaf-4.2.0,189,34,0.17989417989417988,216,51,0.2361111111111111,2018-04-04
